5.805016472217491e-10	3.6035936512517293e-9	1.7847861058917e-8	6.970549948797037e-8	2.1343870099234852e-7	5.094290624993381e-7	9.502632008316447e-7	1.4173056730119609e-6	1.750469679849592e-6	1.8040923676071273e-6	1.5515126235772477e-6	1.1145359631371029e-6	6.766772507006675e-7	3.521006461509863e-7	1.5947189407427992e-7	6.33549057144658e-8	2.2286445767437736e-8	7.133673691497773e-9	2.148852985435213e-9	6.183679935943239e-10	1.7336948734200363e-10	4.689098301385422e-11	1.1380610756826302e-11	2.3159637478500472e-12	3.759881334142065e-13	4.7947904180432405e-14	5.023806629460139e-15	4.689666078476139e-16	4.316461761214955e-17	4.2504908727514154e-18	4.776948541468621e-19	5.961973485063258e-20	7.115595401637439e-21	6.784070187613498e-22	4.296782576108178e-23	1.6208861083437872e-24	3.7430452840655294e-26	5.984994867549931e-28	7.805649427178579e-30	9.955176689851875e-32	1.5056536281205242e-33	3.016349579957888e-35	7.472188437973184e-37	2.0321671135912687e-38	5.23678949267446e-40	1.0228142255933339e-41	1.0993328517135174e-43	4.8765116050012806e-46	9.449728528505465e-49	1.1369874794263252e-51	1.2721888371472449e-54	1.7260314319253009e-57	2.713259399758086e-60	4.2884691291250174e-63	6.200570705506539e-66	3.9873823521699874e-63	2.3645381668708625e-63	1.41177053729891e-75	3.1158376183733214e-79	7.055623755819711e-83	2.393936670823372e-86	1.8223722412028132e-89	6.835669773044302e-92	4.9966438070901126e-86	5.632832465508688e-84	5.986212022678369e-78	3.046917917993773e-75	1.7114596425177682e-78	4.7552080275531964e-88	1.98139557252749e-127	1.32963184349262e-132	2.913742517194846e-136	2.47006419164954e-97	7.972182277266246e-102	1.2019793178001793e-99	8.241978797983418e-84	2.546531886837512e-80	3.7717173021993876e-84	2.8216738335200654e-94	2.8453984352548088e-117	4.630545635631554e-152	2.6717826463852896e-107	8.713708211247703e-99	1.1133350265902712e-105	8.950862602469165e-108	5.39898846680248e-90	3.6423761573743145e-86	1.8397666302002751e-91	1.240120151390415e-101	1.4419842842834474e-164	1.8876796993145103e-165	8.4644739559446e-113	5.580495035893784e-102	2.7342489320646686e-110	8.541209417353695e-114	9.323448994212768e-94	1.469689316816823e-88	1.2770927704898832e-92	3.943492824365877e-101	1.3322019607291654e-118	5.541681025313262e-151
6.509160873115211e-10	4.849975540948437e-9	2.880890345603263e-8	1.3388077620246646e-7	4.825958322604481e-7	1.3367578064499125e-6	2.8452051921994713e-6	4.755289452540474e-6	6.461106562281214e-6	7.188506513055369e-6	6.556635575886074e-6	4.92386922391807e-6	3.058105082738025e-6	1.6074539458637913e-6	7.326206550512964e-7	2.9383715910259597e-7	1.0536715394781453e-7	3.488832051479627e-8	1.106605253525911e-8	3.4179783173281816e-9	1.0469050821568514e-9	3.1243716933149937e-10	8.417616001333421e-11	1.9022042105402787e-11	3.4269418022738187e-12	4.832896920512817e-13	5.5502072699462596e-14	5.5920100837853505e-15	5.432998603384931e-16	5.48026714688356e-17	6.092858964723011e-18	7.481712168975709e-19	8.904121078588142e-20	8.641103467806271e-21	5.692202246188845e-22	2.2439563530469795e-23	5.281266179137707e-25	8.202916267250101e-27	9.808267406255308e-29	1.0738051309211221e-30	1.2997907515967255e-32	2.0358550201989354e-34	4.056446263517347e-36	9.395541979752701e-38	2.2499255996477396e-39	4.735509504913872e-41	6.789010774146778e-43	4.481408767642723e-45	1.115364318359613e-47	1.3964757655879753e-50	1.3584946625823874e-53	1.3497130472934398e-56	1.499144881223226e-59	1.8139081811290708e-62	2.181694540945471e-65	2.3298053570819586e-68	1.7122168551599424e-62	6.724610650103626e-75	1.5576937009702136e-78	3.220886458001835e-82	8.359366345565561e-86	3.748156660355839e-89	4.3504605558764224e-92	8.390440756568027e-89	6.914910106377556e-85	6.748906093718263e-78	9.547592211047173e-75	1.7243289261329421e-77	3.760215642803832e-86	1.0459824099892099e-126	6.937399529035219e-132	1.2818821403532222e-135	1.5873054568745887e-101	7.544703424646195e-103	5.616399492165513e-100	9.103565578437717e-84	5.866054891532985e-80	1.7201760429547262e-83	1.1141418181488598e-93	1.1580889958667975e-115	1.309056928999848e-149	6.210774978006381e-126	5.866276935426669e-105	1.5236673928389736e-107	4.875194600463271e-108	3.736849415662826e-89	7.038119808760679e-85	7.30643541127695e-90	5.608865300062841e-99	2.987782134662589e-118	8.03324003401734e-164	2.545372329916463e-163	5.409577318243405e-111	2.3171277927242507e-113	7.161832522070028e-115	3.8312016928842404e-94	8.856864282553614e-89	1.4144021533866049e-92	2.756363830365444e-100	1.7582087322932152e-120	4.781345920149622e-130
6.433391200837752e-10	5.566479142426367e-9	3.912631513666306e-8	2.153730995814576e-7	9.146763448347818e-7	2.959795251816066e-6	7.267952317812976e-6	1.3800127766544025e-5	2.094382017424465e-5	2.5556193643968767e-5	2.5097309197438283e-5	1.994868229278169e-5	1.2934929375469914e-5	6.95045845695541e-6	3.199986617712361e-6	1.2926371194556565e-6	4.6879555700059164e-7	1.585229630219532e-7	5.204889125462946e-8	1.6905752375182414e-8	5.540325859600943e-9	1.8013508105013875e-9	5.352480710825198e-10	1.3430978414105467e-10	2.683330126198711e-11	4.181994425739781e-12	5.271934263630135e-13	5.765886181991474e-14	5.984569262861621e-15	6.311404388784064e-16	7.123586943320448e-17	8.570825978615174e-18	9.939336706074705e-19	9.554341781646972e-20	6.392281095426611e-21	2.6182905167427003e-22	6.418656675174212e-24	1.0149673971919808e-25	1.188063855453053e-27	1.2115502168330384e-29	1.2838606983176143e-31	1.6366528049539515e-33	2.5718775063374256e-35	4.803948311829912e-37	9.80373135310745e-39	1.9318512308291973e-40	3.0948888309420504e-42	2.933960627309429e-44	1.0894238656642433e-46	1.69319055023451e-49	1.7239707913228225e-52	1.5157297966228849e-55	1.2441016282190569e-58	1.068071812733641e-61	9.80771655611025e-65	8.663507186824992e-68	6.199639492429712e-71	2.8722126049746417e-74	8.092089065605274e-78	1.8059036257392246e-81	4.490706014282023e-85	1.5951595786754238e-88	9.497379597880556e-92	9.690714309294416e-93	1.0888750006815142e-86	2.74912683829855e-78	1.243660251626092e-74	4.990826621673344e-77	1.5226082793276133e-85	5.8327954524872613e-126	4.3105922957212124e-131	8.446798305972658e-135	5.340748181509241e-110	8.664350217135782e-106	2.7715978224464933e-101	2.4050015027838396e-84	3.670310272323454e-80	1.3282285231407578e-83	2.469865119195233e-94	9.384262077966332e-118	2.3814612733051254e-146	6.480885982885518e-116	5.331561385989013e-122	2.065227742627853e-113	3.2159404411352976e-110	7.56970293351506e-90	4.3467229697176987e-85	7.269803795382048e-90	4.9240030236333124e-99	3.3524089858359055e-119	1.1603622691797463e-130	1.5290990144082037e-161	2.1498339250984607e-160	1.390436077068508e-120	5.3736542869556375e-117	3.131629239728964e-95	1.4543551109133062e-89	4.582936175359568e-93	9.193666000811187e-101	2.420342316159426e-121	1.003679476531278e-130
5.654356781813637e-10	5.543301979668745e-9	4.472097399881174e-8	2.878621963362267e-7	1.4337862754712716e-6	5.424581923587096e-6	1.547101215051354e-5	3.3748452293480497e-5	5.8012800891219e-5	7.885094764947531e-5	8.47434768360991e-5	7.24251816930288e-5	4.968807773081257e-5	2.7890657848085876e-5	1.3143555068273074e-5	5.374074188241175e-6	1.968369686165789e-6	6.750274782581714e-7	2.266993761276358e-7	7.618113278705425e-8	2.6190718026779038e-8	9.091905078572458e-9	2.9439939605477587e-9	8.158006666597068e-10	1.8113277185645327e-10	3.125925012160388e-11	4.3352193998924215e-12	5.169065665751849e-13	5.779490663647086e-14	6.467694729002505e-15	7.59324344143635e-16	9.236951019444184e-17	1.0441606655728319e-17	9.73423847888671e-19	6.449277772412323e-20	2.693198798527131e-21	6.87555785106358e-23	1.1324531139330887e-24	1.354215037689618e-26	1.3643688256790059e-28	1.3658063500324196e-30	1.5470725716581554e-32	1.9941699989845514e-34	2.9361740168226238e-36	4.802837883622466e-38	7.99923222947603e-40	1.194494069760029e-41	1.2982624070268123e-43	7.18972214018526e-46	1.635861384570523e-48	2.0956158956222323e-51	1.9822924998625806e-54	1.4571746641683406e-57	9.301612149957654e-61	6.08356115839472e-64	4.117996237536875e-67	2.49798062879126e-70	1.1677391813046906e-73	3.884557577794872e-77	1.0253029177659363e-80	2.8871648029790404e-84	1.121888619022236e-87	7.054896152715368e-91	2.332572651570089e-93	2.4263922579255435e-92	9.070781031449125e-82	9.974905437794393e-77	2.039334367346053e-78	1.8746840605409402e-86	2.835253235182511e-125	2.7032562813324113e-130	7.386694057763543e-134	6.423302799104958e-104	1.9027814061535475e-112	4.298935526963167e-106	9.18781468139377e-87	9.356569933077065e-82	1.111613016063421e-84	5.2061765113515715e-95	6.469387418513599e-118	1.6650617951210877e-143	5.9963121804874436e-111	1.9545734606097433e-109	5.6338750534054685e-127	1.8712595468665568e-116	6.798432811923568e-92	3.755604399199231e-86	3.0328787745395556e-90	6.278578234887142e-99	3.4513376179712043e-119	1.799162799104035e-129	5.425364834242111e-116	1.950975684816259e-114	1.2078444282699979e-136	4.358181318654046e-127	2.718378102663404e-99	2.2862973282958696e-92	1.0967480370043045e-94	2.4223701142247246e-101	2.6505715907334176e-121	6.0677751969930274e-130
4.37491330315034e-10	4.784926938962791e-9	4.3352302518907154e-8	3.173081966222376e-7	1.8313029461199062e-6	8.068240298481495e-6	2.677046782481191e-5	6.76018444951185e-5	0.00013320128704686837	0.00020464217569537762	0.00024464538619669175	0.00022871278647933977	0.0001688521720202129	0.00010049662598411595	4.9620669342764085e-5	2.084159527927131e-5	7.758126464146895e-6	2.6973182894811407e-6	9.208563424697315e-7	3.164937925220037e-7	1.1232113297925968e-7	4.080659773055184e-8	1.4105749460215513e-8	4.265224080431359e-9	1.0471244963768056e-9	2.0087298896644918e-10	3.0770091381281564e-11	4.015815472774025e-12	4.863761604707605e-13	5.829211718427561e-14	7.233118346128482e-15	9.134333551431859e-16	1.0415663650155375e-16	9.422504309472079e-18	6.0400857841510485e-19	2.507155726804574e-20	6.563462445406987e-22	1.1294374123928608e-23	1.4109806710586938e-25	1.4606204139824055e-27	1.4598172511420326e-29	1.5832506817140677e-31	1.8280150274943342e-33	2.2023416158461854e-35	2.804129263098039e-37	3.674279429316734e-39	4.536248369069186e-41	4.522766333659717e-43	2.9110009207554645e-45	9.771541521739005e-48	1.835676217211863e-50	2.269076625724266e-53	1.845574951596206e-56	1.0734087174986698e-59	5.291702051161002e-63	2.5764531502069864e-66	1.2209256296094538e-69	5.041703899579713e-73	1.7121455205984344e-76	5.081888541853992e-80	1.6891695920340798e-83	1.8657462358836536e-86	3.9653513832468846e-83	5.388143954537338e-88	2.408438207426182e-93	4.123614250867971e-89	2.800312351730206e-80	3.8255587857911624e-80	3.022050639383004e-87	1.0273568665764686e-124	1.42282554915781e-129	6.393159534894226e-133	2.2846165579712225e-99	2.910719722781973e-110	9.276700929781878e-112	1.78653306520962e-91	9.70553362254015e-84	2.1017588769784185e-85	2.7064015691857466e-95	7.16324034201376e-118	2.455630563842285e-141	4.1422935000717055e-108	1.4621696758897671e-102	9.224948926537482e-114	1.9356164577875568e-127	4.3615741529484985e-100	2.398665590042783e-89	9.116839944228226e-92	1.3786568033005024e-99	3.1634642193399e-119	2.0235828777121987e-129	9.004402257920498e-113	6.766833723395044e-107	5.358103851151251e-120	3.2990711675343756e-149	1.5072772176048859e-111	1.4060574423101193e-97	4.324611234167782e-97	3.3504624255457507e-102	1.789903584427904e-121	7.533456928152164e-130
2.9371955777762067e-10	3.5400700626631564e-9	3.5550636205650125e-8	2.902625136101868e-7	1.8923013242436368e-6	9.60313439955896e-6	3.6963327909452444e-5	0.00010837344718287049	0.00024688471473184977	0.00043427193384823427	0.0005865652903999473	0.0006103256705553708	0.0004939033916360459	0.00031749266035326155	0.00016703144407017754	7.390126024588927e-5	2.841798422536047e-5	1.0092617091008622e-5	3.504570787173731e-6	1.2250482944346994e-6	4.4379820449370537e-7	1.6600657479064464e-7	6.001022496906728e-8	1.938893909654813e-8	5.200967849099946e-9	1.1037741189625842e-9	1.8765212294890698e-10	2.6930082824225532e-11	3.5465902337576094e-12	4.573365183716854e-13	6.045842807813323e-14	8.046232025060429e-15	9.503805284282171e-16	8.637871741976145e-17	5.349849961430514e-18	2.1525237000391397e-19	5.6407969706609226e-21	1.0015766344382601e-22	1.3124529498734159e-24	1.4247838501658273e-26	1.4739953162984235e-28	1.6147260548234078e-30	1.800027028791986e-32	1.9407612648677435e-34	1.994367143200111e-36	1.9871907626123605e-38	1.882532817264423e-40	1.532081318336622e-42	9.250376659113124e-45	3.670947538562663e-47	9.62237576417541e-50	1.7126557026557624e-52	1.861518372420504e-55	1.2351524593359617e-58	5.716901000634432e-62	2.1479448687199406e-65	7.504443583152774e-69	2.501642677963958e-72	7.656090972362673e-76	2.2516566892043035e-79	7.854876513782766e-83	8.797236690898357e-85	1.2413361583420988e-80	2.043433174030881e-83	4.9623678707098804e-89	1.2174515191456637e-91	4.501543655982451e-87	6.81948509699495e-83	1.890539773925705e-88	2.9921395458935626e-124	5.83415890144371e-129	1.5451214571020758e-106	5.354178459136888e-98	8.34529123587335e-105	1.1963190618537874e-108	3.0194386449491395e-97	4.507278502980855e-88	4.567712288660445e-87	4.297385399532381e-96	1.2873876714994463e-119	5.17449330567272e-140	3.86320378151332e-108	4.839859648472729e-101	1.2759275573690145e-109	1.1517104549837933e-116	4.516601317368469e-112	7.516016812479401e-98	7.270077124677014e-95	7.502035298655e-101	1.0457733801935518e-120	4.153616028761476e-139	4.634535168780699e-112	1.8549386400085872e-103	1.5456470142275085e-116	7.353413512205844e-131	1.8933575739674026e-132	1.1467338169174685e-109	4.539481614286435e-101	5.890295599065816e-104	1.5616316073317935e-122	1.906581406198191e-133
1.7125890465975698e-10	2.243367170453224e-9	2.472097252483488e-8	2.2282313249249414e-7	1.6147504154775913e-6	9.230498457242273e-6	4.084353695563348e-5	0.0001388372093947394	0.00036713394437870773	0.000746395492812687	0.0011546364723704465	0.0013591746832038545	0.0012277080940277846	0.0008690308073198256	0.0004967210951139119	0.00023568687558417153	9.60670660294587e-5	3.5443818391701595e-5	1.2618311534018351e-5	4.490617822804246e-6	1.6523944152286203e-6	6.29673920849476e-7	2.3426647680336058e-7	7.92585913485572e-8	2.2762165167170957e-8	5.2835338679724475e-9	9.92037730396284e-10	1.572247644666964e-10	2.2586206711602815e-11	3.138892673717211e-12	4.4304199206463625e-13	6.249620205807985e-14	7.753415572132437e-15	7.272422964170197e-16	4.505642027773682e-17	1.7514501703911926e-18	4.4766555273878116e-20	8.010261016153758e-22	1.0870602399761915e-23	1.2393283313949954e-25	1.3488510804884007e-27	1.5418153532174107e-29	1.7490603490909077e-31	1.8228221675447075e-33	1.6607109640807853e-35	1.3085687790795258e-37	9.215577317906612e-40	5.717610313093738e-42	2.899001212023695e-44	1.1286891585525867e-46	3.4215242134803304e-49	7.97741473962393e-52	1.2141062075985014e-54	1.0831098459807052e-57	5.8741624651200774e-61	2.1327096154066573e-64	5.922373510412754e-68	1.505369436011588e-71	3.8080236597179107e-75	9.99642257269893e-79	3.222125879416444e-82	1.730639266247746e-85	1.45445522653963e-80	1.6169341532159557e-81	5.164033771616426e-85	1.3948280196054222e-86	2.9239534797402535e-90	3.096352080879794e-90	2.8439080026190773e-91	8.449008665504834e-124	2.018479745277838e-128	9.615906408136488e-132	1.924359431440933e-98	2.498648309788678e-103	5.553736979098692e-103	9.580254507310834e-93	1.190338759407648e-93	7.25577970836882e-92	2.2457824216249352e-98	2.140965718939141e-121	5.248919046165676e-140	1.2641660919875282e-108	7.408961005152353e-101	1.4600708647176515e-108	4.575108496449992e-110	3.2190975791888326e-98	1.0185123966506828e-107	5.0385869804263605e-104	3.4235581171087856e-104	1.9734021745406056e-122	3.2440164250745258e-133	8.36166796001308e-113	2.1229678781993708e-103	6.685345229358354e-115	3.208275543775831e-122	4.714919239930908e-111	4.971250400324801e-129	2.185029033779315e-112	1.6706329635166674e-107	1.3663026081228068e-124	2.9761972392314287e-134
8.956687684789094e-11	1.2514521711839035e-9	1.4962619182925342e-8	1.4783962960003537e-7	1.182478359901177e-6	7.518918162161843e-6	3.7524124846325425e-5	0.00014682599166952566	0.0004506452070877289	0.001064421764271104	0.0019057968368372102	0.002574967446016452	0.002640591737457511	0.0020966506661319875	0.0013275901179167317	0.0006887395746650581	0.0003027987558687721	0.00011895643205585209	4.412717926972393e-5	1.6116002270874897e-5	6.035050825651222e-6	2.3349713374576174e-6	8.861894612935963e-7	3.0955957698809583e-7	9.345491685795076e-8	2.3283752957456638e-8	4.775292581642246e-9	8.310452942900586e-10	1.3059434167626767e-10	1.958781892914887e-11	2.9531389840624077e-12	4.4236680288784946e-13	5.803088719543323e-14	5.7066172070571506e-15	3.636091197105568e-16	1.4091004206695835e-17	3.482345993629896e-19	6.095496279345802e-21	8.3403956623304e-23	9.82129075586245e-25	1.120572251717775e-26	1.352015504803692e-28	1.6092316619717603e-30	1.7112780178522914e-32	1.4999690079675221e-34	1.0334233298729131e-36	5.651677276032756e-39	2.5919869260891847e-41	1.024759805654909e-43	3.4871957709058626e-46	1.0501905667518824e-48	2.755567804618327e-51	5.337474473299467e-54	6.533540978170949e-57	4.7521155287356656e-60	2.046761899621206e-63	5.5925189986871863e-67	1.1616354528507841e-70	2.301392318611218e-74	5.024554395154026e-78	1.3947018975277141e-81	5.795944313907483e-85	1.0164271438026496e-81	9.968067322684893e-82	3.0587051375819014e-83	3.989633664494772e-82	2.8774457196591357e-84	1.7706390952703304e-94	5.275929584032267e-118	2.7405170392316254e-123	6.988039356115195e-128	2.7873522883768025e-131	4.74075105301604e-100	2.960390542444862e-104	1.2616561511307282e-101	1.3429964174367865e-87	1.7681295097292346e-89	3.418897433250523e-98	9.078477384744434e-104	1.5469896700056774e-139	1.0918111479281417e-140	9.124093904074344e-110	7.948884312480964e-102	3.027451232132508e-109	1.1973444714784731e-108	1.5053494141700185e-92	4.631168851547644e-93	4.538708622083313e-113	1.3846568663471048e-114	2.3530196865370616e-125	1.283951892971094e-142	5.259514295090133e-114	3.7613566481106964e-104	8.043493029512062e-115	9.9600242224362e-118	9.61545229329089e-103	2.8821196807821443e-105	2.513357955390081e-131	1.8047087851605112e-118	1.4558665990634063e-128	5.318746546360214e-137
4.407203982634009e-11	6.39479668075733e-10	8.159873870068404e-9	8.76235173148966e-8	7.70242174051928e-7	5.4233473743014424e-6	3.0214536505918026e-5	0.00013377658972409456	0.0004735755918669848	0.0013006811690856686	0.002712508995149312	0.004255615608800629	0.005030836861748319	0.004559376211267161	0.003257714393834093	0.001882968257126298	0.00090919858417449	0.0003863638645938711	0.00015276212071128648	5.812629853317897e-5	2.2331939621818022e-5	8.798179105218776e-6	3.398450199428803e-6	1.2161120854324698e-6	3.8091920338492244e-7	1.0011031860336272e-7	2.202288371836234e-8	4.16185730836281e-9	7.108509619327796e-10	1.1530594577989483e-10	1.8597865350121085e-11	2.9638711476768308e-12	4.128560296467133e-13	4.2954488325583345e-14	2.8612429491519447e-15	1.1321363886671217e-16	2.7676932613336152e-18	4.665374725386565e-20	6.228244088315261e-22	7.361742217151418e-24	8.644077898428943e-26	1.094746495452201e-27	1.3823566447390014e-29	1.5503220239326021e-31	1.3872997849575646e-33	9.124158647830047e-36	4.300690227919386e-38	1.5188420028892603e-40	4.4927532097010666e-43	1.2260844614333678e-45	3.2890236246965725e-48	8.567870607139887e-51	1.8626807191183035e-53	2.8851557025283755e-56	2.857018808156578e-59	1.646616898952312e-62	5.33230776368797e-66	1.0973796710833301e-69	1.810284451309637e-73	3.1418073563112585e-77	7.193764692585559e-81	2.4184560526484544e-84	5.233614857008056e-81	6.752235874086641e-81	2.216705842058021e-81	1.015120962883278e-77	1.2015236517063806e-77	1.6016683404223916e-85	2.4381769488635007e-117	1.1422235615226224e-122	2.7768446530939085e-127	9.43963491488595e-131	2.986054884705788e-97	2.3924610248539012e-101	8.443801935665183e-99	2.2038006371186162e-83	5.222268255449413e-82	4.155473918639044e-91	1.9049346481351283e-107	7.520150484923997e-140	9.73078558014256e-141	6.639582344375086e-106	1.4666709812282875e-98	6.210231349809557e-106	2.3298387829642656e-106	3.752914138286994e-89	1.0254278930389496e-85	5.1322034418211015e-95	2.717662945897966e-118	2.636020190131627e-146	1.0718002144445125e-129	7.714086724093265e-110	1.3834618872618372e-100	4.453279336603411e-111	3.591513364622099e-114	2.746341349725034e-96	3.098766043828895e-96	7.541714590139868e-108	3.0440681823971655e-136	7.741642452747167e-127	5.664244639193723e-130
2.076049966726942e-11	3.0096624457446657e-10	3.990381606433896e-9	4.5836062343596494e-8	4.394478067258791e-7	3.4148578904948274e-6	2.1154648909180666e-5	0.00010494018810637655	0.00042133134278234835	0.0013363923018582782	0.003248040838407006	0.005955845693182335	0.008214669891933573	0.008632381962120463	0.007083895363496366	0.004646146661169504	0.002509130201950326	0.0011732785662599721	0.0005016551775373814	0.00020305584164433463	8.114941302039639e-5	3.27756991017532e-5	1.289463487186311e-5	4.702558037197511e-6	1.5117538116913194e-6	4.125827732458009e-7	9.551706722080735e-8	1.922894716243366e-8	3.5265757793685132e-9	6.138954548193479e-10	1.0597232930679965e-10	1.7965526395839084e-11	2.6570973810490237e-12	2.932546695235242e-13	2.0591215093851147e-14	8.452897046053558e-16	2.0917785045195072e-17	3.470531820703439e-19	4.4634853148722726e-21	5.153314698101318e-23	6.081482189179467e-25	7.960204485152532e-27	1.062818660510329e-28	1.2762101266684302e-30	1.2136320644838116e-32	8.15589276139787e-35	3.6396855037332433e-37	1.097861569406658e-39	2.5094231381928234e-42	5.211484049308936e-45	1.1388004738144012e-47	2.6569586619269216e-50	5.768834920308874e-53	1.0085589764916135e-55	1.266411823542883e-58	9.964594436585323e-62	4.296217068466157e-65	1.038472697839176e-68	1.7023149784287978e-72	2.4933498165548687e-76	4.560510205726216e-80	1.2319430662773248e-83	4.761858062125284e-87	1.4793441598921285e-80	2.957829244785973e-80	2.1718164218289727e-75	4.1146969369497446e-73	1.0726943118705053e-77	1.710992667554697e-116	6.271869943412833e-122	1.3033847875859937e-126	3.72013229803412e-130	5.036789034333258e-96	8.953738435836295e-100	3.4617356133469767e-97	2.439943579455362e-81	2.275319027775876e-78	6.369286412539849e-84	1.8387972162069052e-97	6.06650761067818e-139	3.679871748377705e-140	7.500798980412854e-105	4.045508269015044e-97	6.496783680564012e-104	3.2206764298601367e-105	1.0458516880582132e-87	1.3462039901780556e-83	5.026279423596905e-89	1.132350268308198e-100	1.075020908670141e-144	6.866415548960516e-146	3.6537900820067924e-107	2.426742511345279e-98	1.4002617052287795e-108	3.645337591044061e-112	4.5276463894190975e-93	1.2455480202775409e-89	1.916785506173476e-97	3.602985127395499e-110	1.0677236520915893e-164	1.0897369856052553e-168
